<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
LKOH,D,20150421,000000,2728.2000000
LKOH,D,20150422,000000,2639.5000000
LKOH,D,20150423,000000,2592.0000000
LKOH,D,20150424,000000,2645.0000000
LKOH,D,20150427,000000,2662.0000000
LKOH,D,20150428,000000,2644.9000000
LKOH,D,20150429,000000,2610.0000000
LKOH,D,20150430,000000,2645.6000000
LKOH,D,20150505,000000,2655.0000000
LKOH,D,20150506,000000,2660.0000000
LKOH,D,20150507,000000,2650.5000000
LKOH,D,20150508,000000,2691.6000000
LKOH,D,20150512,000000,2698.6000000
LKOH,D,20150513,000000,2620.0000000
LKOH,D,20150514,000000,2610.1000000
LKOH,D,20150515,000000,2595.0000000
LKOH,D,20150518,000000,2550.0000000
LKOH,D,20150519,000000,2530.0000000
LKOH,D,20150520,000000,2481.1000000
LKOH,D,20150521,000000,2523.0000000
LKOH,D,20150522,000000,2537.0000000
LKOH,D,20150525,000000,2502.2000000
LKOH,D,20150526,000000,2508.0000000
LKOH,D,20150527,000000,2541.8000000
LKOH,D,20150528,000000,2563.8000000
LKOH,D,20150529,000000,2461.3000000
LKOH,D,20150601,000000,2447.5000000
LKOH,D,20150602,000000,2515.0000000
LKOH,D,20150603,000000,2480.3000000
LKOH,D,20150604,000000,2525.0000000
LKOH,D,20150605,000000,2570.0000000
LKOH,D,20150608,000000,2551.9000000
LKOH,D,20150609,000000,2606.0000000
LKOH,D,20150610,000000,2551.3000000
LKOH,D,20150611,000000,2506.9000000
LKOH,D,20150615,000000,2481.7000000
LKOH,D,20150616,000000,2500.3000000
LKOH,D,20150617,000000,2475.0000000
LKOH,D,20150618,000000,2476.0000000
LKOH,D,20150619,000000,2474.4000000
LKOH,D,20150622,000000,2487.0000000
LKOH,D,20150623,000000,2469.0000000
LKOH,D,20150624,000000,2445.0000000
LKOH,D,20150625,000000,2406.0000000
LKOH,D,20150626,000000,2401.7000000
LKOH,D,20150629,000000,2408.0000000
LKOH,D,20150630,000000,2469.9000000
LKOH,D,20150701,000000,2429.2000000
LKOH,D,20150702,000000,2455.0000000
LKOH,D,20150703,000000,2425.3000000
LKOH,D,20150706,000000,2460.0000000
LKOH,D,20150707,000000,2465.0000000
LKOH,D,20150708,000000,2470.0000000
LKOH,D,20150709,000000,2484.6000000
LKOH,D,20150710,000000,2465.0000000
LKOH,D,20150713,000000,2435.6000000
LKOH,D,20150714,000000,2421.9000000
LKOH,D,20150715,000000,2460.0000000
LKOH,D,20150716,000000,2461.6000000
LKOH,D,20150717,000000,2465.4000000
LKOH,D,20150720,000000,2428.2000000
LKOH,D,20150721,000000,2442.0000000
LKOH,D,20150722,000000,2465.0000000
LKOH,D,20150723,000000,2462.5000000
LKOH,D,20150724,000000,2468.9000000
LKOH,D,20150727,000000,2398.9000000
LKOH,D,20150728,000000,2433.4000000
LKOH,D,20150729,000000,2430.9000000
LKOH,D,20150730,000000,2441.0000000
LKOH,D,20150731,000000,2537.6000000
LKOH,D,20150803,000000,2509.1000000
LKOH,D,20150804,000000,2507.4000000
LKOH,D,20150805,000000,2529.0000000
LKOH,D,20150806,000000,2491.6000000
LKOH,D,20150807,000000,2520.0000000
LKOH,D,20150810,000000,2531.0000000
LKOH,D,20150811,000000,2519.7000000
LKOH,D,20150812,000000,2539.5000000
LKOH,D,20150813,000000,2548.2000000
LKOH,D,20150814,000000,2561.1000000
LKOH,D,20150817,000000,2554.9000000
LKOH,D,20150818,000000,2491.0000000
LKOH,D,20150819,000000,2468.5000000
LKOH,D,20150820,000000,2487.1000000
LKOH,D,20150821,000000,2412.0000000
LKOH,D,20150824,000000,2347.0000000
LKOH,D,20150825,000000,2381.0000000
LKOH,D,20150826,000000,2355.0000000
LKOH,D,20150827,000000,2424.0000000
LKOH,D,20150828,000000,2520.0000000
LKOH,D,20150831,000000,2531.0000000
LKOH,D,20150901,000000,2455.0000000
LKOH,D,20150902,000000,2440.0000000
LKOH,D,20150903,000000,2503.0000000
LKOH,D,20150904,000000,2458.0000000
LKOH,D,20150907,000000,2446.7000000
LKOH,D,20150908,000000,2462.1000000
LKOH,D,20150909,000000,2501.2000000
LKOH,D,20150910,000000,2489.0000000
LKOH,D,20150911,000000,2487.6000000
LKOH,D,20150914,000000,2524.5000000
LKOH,D,20150915,000000,2478.1000000
LKOH,D,20150916,000000,2475.0000000
LKOH,D,20150917,000000,2439.0000000
LKOH,D,20150918,000000,2403.8000000
LKOH,D,20150921,000000,2331.1000000
LKOH,D,20150922,000000,2225.9000000
LKOH,D,20150923,000000,2203.0000000
LKOH,D,20150924,000000,2185.0000000
LKOH,D,20150925,000000,2240.0000000
LKOH,D,20150928,000000,2241.9000000
LKOH,D,20150929,000000,2261.0000000
LKOH,D,20150930,000000,2242.9000000
LKOH,D,20151001,000000,2184.0000000
LKOH,D,20151002,000000,2140.0000000
LKOH,D,20151005,000000,2196.0000000
LKOH,D,20151006,000000,2238.0000000
LKOH,D,20151007,000000,2279.0000000
LKOH,D,20151008,000000,2294.0000000
LKOH,D,20151009,000000,2400.1000000
LKOH,D,20151012,000000,2340.2000000
LKOH,D,20151013,000000,2350.0000000
LKOH,D,20151014,000000,2341.0000000
LKOH,D,20151015,000000,2320.0000000
LKOH,D,20151016,000000,2303.8000000
LKOH,D,20151019,000000,2315.0000000
LKOH,D,20151020,000000,2332.9000000
LKOH,D,20151021,000000,2310.9000000
LKOH,D,20151022,000000,2334.5000000
LKOH,D,20151023,000000,2336.7000000
LKOH,D,20151026,000000,2298.0000000
LKOH,D,20151027,000000,2350.6000000
LKOH,D,20151028,000000,2357.0000000
LKOH,D,20151029,000000,2341.5000000
LKOH,D,20151030,000000,2320.0000000
LKOH,D,20151102,000000,2412.0000000
LKOH,D,20151103,000000,2483.9000000
LKOH,D,20151105,000000,2489.6000000
LKOH,D,20151106,000000,2511.8000000
LKOH,D,20151109,000000,2530.0000000
LKOH,D,20151110,000000,2520.0000000
LKOH,D,20151111,000000,2548.0000000
LKOH,D,20151112,000000,2555.0000000
LKOH,D,20151113,000000,2485.0000000
LKOH,D,20151116,000000,2476.0000000
LKOH,D,20151117,000000,2524.5000000
LKOH,D,20151118,000000,2526.0000000
LKOH,D,20151119,000000,2534.0000000
LKOH,D,20151120,000000,2540.0000000
LKOH,D,20151123,000000,2652.8000000
LKOH,D,20151124,000000,2576.9000000
LKOH,D,20151125,000000,2606.9000000
LKOH,D,20151126,000000,2598.6000000
LKOH,D,20151127,000000,2539.4000000
LKOH,D,20151130,000000,2534.1000000
LKOH,D,20151201,000000,2559.0000000
LKOH,D,20151202,000000,2535.4000000
LKOH,D,20151203,000000,2559.0000000
LKOH,D,20151204,000000,2489.9000000
LKOH,D,20151207,000000,2410.0000000
LKOH,D,20151208,000000,2377.9000000
LKOH,D,20151209,000000,2385.1000000
LKOH,D,20151210,000000,2445.0000000
LKOH,D,20151211,000000,2450.0000000
LKOH,D,20151214,000000,2432.8000000
LKOH,D,20151215,000000,2446.8000000
LKOH,D,20151216,000000,2415.0000000
LKOH,D,20151217,000000,2427.0000000
LKOH,D,20151218,000000,2327.1000000
LKOH,D,20151221,000000,2338.7000000
LKOH,D,20151222,000000,2327.0000000
LKOH,D,20151223,000000,2317.0000000
LKOH,D,20151224,000000,2325.3000000
LKOH,D,20151225,000000,2310.2000000
LKOH,D,20151228,000000,2309.9000000
LKOH,D,20151229,000000,2353.6000000
LKOH,D,20151230,000000,2345.9000000
LKOH,D,20160104,000000,2310.2000000
LKOH,D,20160105,000000,2380.0000000
LKOH,D,20160106,000000,2378.0000000
LKOH,D,20160111,000000,2257.9000000
LKOH,D,20160112,000000,2223.5000000
LKOH,D,20160113,000000,2225.0000000
LKOH,D,20160114,000000,2188.9000000
LKOH,D,20160115,000000,2098.0000000
LKOH,D,20160118,000000,2112.1000000
LKOH,D,20160119,000000,2150.0000000
LKOH,D,20160120,000000,2145.3000000
LKOH,D,20160121,000000,2212.8000000
LKOH,D,20160122,000000,2340.9000000
LKOH,D,20160125,000000,2349.0000000
LKOH,D,20160126,000000,2320.0000000
LKOH,D,20160127,000000,2400.5000000
LKOH,D,20160128,000000,2495.0000000
LKOH,D,20160129,000000,2569.0000000
LKOH,D,20160201,000000,2547.0000000
LKOH,D,20160202,000000,2491.0000000
LKOH,D,20160203,000000,2475.5000000
LKOH,D,20160204,000000,2553.5000000
LKOH,D,20160205,000000,2594.0000000
LKOH,D,20160208,000000,2482.5000000
LKOH,D,20160209,000000,2387.5000000
LKOH,D,20160210,000000,2382.5000000
LKOH,D,20160211,000000,2392.0000000
LKOH,D,20160212,000000,2396.0000000
LKOH,D,20160215,000000,2429.0000000
LKOH,D,20160216,000000,2450.0000000
LKOH,D,20160217,000000,2467.0000000
LKOH,D,20160218,000000,2565.0000000
LKOH,D,20160219,000000,2540.0000000
LKOH,D,20160220,000000,2529.0000000
LKOH,D,20160222,000000,2610.0000000
LKOH,D,20160224,000000,2550.0000000
LKOH,D,20160225,000000,2551.5000000
LKOH,D,20160226,000000,2587.0000000
LKOH,D,20160229,000000,2686.0000000
LKOH,D,20160301,000000,2699.0000000
LKOH,D,20160302,000000,2640.0000000
LKOH,D,20160303,000000,2700.0000000
LKOH,D,20160304,000000,2775.0000000
LKOH,D,20160307,000000,2840.0000000
LKOH,D,20160309,000000,2744.0000000
LKOH,D,20160310,000000,2692.0000000
LKOH,D,20160311,000000,2669.0000000
LKOH,D,20160314,000000,2658.5000000
LKOH,D,20160315,000000,2647.5000000
LKOH,D,20160316,000000,2703.0000000
LKOH,D,20160317,000000,2750.0000000
LKOH,D,20160318,000000,2810.0000000
LKOH,D,20160321,000000,2784.5000000
LKOH,D,20160322,000000,2732.5000000
LKOH,D,20160323,000000,2687.5000000
LKOH,D,20160324,000000,2615.0000000
LKOH,D,20160325,000000,2607.5000000
LKOH,D,20160328,000000,2570.0000000
LKOH,D,20160329,000000,2614.5000000
LKOH,D,20160330,000000,2610.0000000
LKOH,D,20160331,000000,2622.0000000
LKOH,D,20160401,000000,2625.0000000
LKOH,D,20160404,000000,2692.0000000
LKOH,D,20160405,000000,2698.5000000
LKOH,D,20160406,000000,2715.0000000
LKOH,D,20160407,000000,2722.0000000
LKOH,D,20160408,000000,2777.5000000
LKOH,D,20160411,000000,2798.0000000
LKOH,D,20160412,000000,2775.0000000
LKOH,D,20160413,000000,2824.0000000
LKOH,D,20160414,000000,2814.5000000
LKOH,D,20160415,000000,2822.5000000
LKOH,D,20160418,000000,2777.0000000
LKOH,D,20160419,000000,2815.5000000
LKOH,D,20160420,000000,2870.0000000
LKOH,D,20160421,000000,2890.0000000
LKOH,D,20160422,000000,2890.0000000
LKOH,D,20160425,000000,2853.0000000
LKOH,D,20160426,000000,2796.0000000
LKOH,D,20160427,000000,2733.0000000
LKOH,D,20160428,000000,2800.0000000
LKOH,D,20160429,000000,2752.0000000
LKOH,D,20160504,000000,2698.5000000
LKOH,D,20160505,000000,2630.0000000
LKOH,D,20160506,000000,2629.0000000
LKOH,D,20160510,000000,2585.5000000
LKOH,D,20160511,000000,2642.5000000
LKOH,D,20160512,000000,2673.5000000
LKOH,D,20160513,000000,2699.5000000
LKOH,D,20160516,000000,2662.0000000
LKOH,D,20160517,000000,2671.5000000
LKOH,D,20160518,000000,2707.0000000
LKOH,D,20160519,000000,2695.5000000
LKOH,D,20160520,000000,2712.0000000
LKOH,D,20160523,000000,2647.0000000
LKOH,D,20160524,000000,2656.5000000
LKOH,D,20160525,000000,2650.5000000
LKOH,D,20160526,000000,2678.0000000
LKOH,D,20160527,000000,2682.0000000
LKOH,D,20160530,000000,2695.5000000
LKOH,D,20160531,000000,2570.0000000
LKOH,D,20160601,000000,2580.0000000
LKOH,D,20160602,000000,2597.0000000
LKOH,D,20160603,000000,2587.0000000
LKOH,D,20160606,000000,2613.0000000
LKOH,D,20160607,000000,2681.5000000
LKOH,D,20160608,000000,2680.5000000
LKOH,D,20160609,000000,2635.0000000
LKOH,D,20160610,000000,2636.0000000
LKOH,D,20160614,000000,2670.0000000
LKOH,D,20160615,000000,2637.5000000
LKOH,D,20160616,000000,2624.0000000
LKOH,D,20160617,000000,2647.0000000
LKOH,D,20160620,000000,2643.5000000
LKOH,D,20160621,000000,2658.0000000
LKOH,D,20160622,000000,2660.0000000
LKOH,D,20160623,000000,2730.0000000
LKOH,D,20160624,000000,2725.0000000
LKOH,D,20160627,000000,2631.0000000
LKOH,D,20160628,000000,2628.0000000
LKOH,D,20160629,000000,2668.0000000
LKOH,D,20160630,000000,2684.0000000
LKOH,D,20160701,000000,2707.0000000
LKOH,D,20160704,000000,2745.0000000
LKOH,D,20160705,000000,2769.5000000
LKOH,D,20160706,000000,2732.0000000
LKOH,D,20160707,000000,2748.0000000
LKOH,D,20160708,000000,2788.0000000
LKOH,D,20160711,000000,2752.0000000
LKOH,D,20160712,000000,2777.0000000
LKOH,D,20160713,000000,2741.0000000
LKOH,D,20160714,000000,2770.0000000
LKOH,D,20160715,000000,2792.5000000
LKOH,D,20160718,000000,2799.0000000
LKOH,D,20160719,000000,2828.0000000
LKOH,D,20160720,000000,2840.5000000
LKOH,D,20160721,000000,2858.0000000
LKOH,D,20160722,000000,2855.0000000
LKOH,D,20160725,000000,2829.0000000
LKOH,D,20160726,000000,2821.0000000
LKOH,D,20160727,000000,2836.5000000
LKOH,D,20160728,000000,2887.0000000
LKOH,D,20160729,000000,2867.0000000
LKOH,D,20160801,000000,2886.0000000
LKOH,D,20160802,000000,2781.0000000
LKOH,D,20160803,000000,2797.0000000
LKOH,D,20160804,000000,2839.5000000
LKOH,D,20160805,000000,2815.0000000
LKOH,D,20160808,000000,2842.5000000
LKOH,D,20160809,000000,2806.0000000
LKOH,D,20160810,000000,2738.0000000
LKOH,D,20160811,000000,2785.0000000
LKOH,D,20160812,000000,2870.0000000
LKOH,D,20160815,000000,2922.5000000
LKOH,D,20160816,000000,2932.5000000
LKOH,D,20160817,000000,2932.0000000
LKOH,D,20160818,000000,2956.5000000
LKOH,D,20160819,000000,2948.0000000
LKOH,D,20160822,000000,2985.0000000
LKOH,D,20160823,000000,3014.0000000
LKOH,D,20160824,000000,3035.0000000
LKOH,D,20160825,000000,3049.0000000
LKOH,D,20160826,000000,3025.0000000
LKOH,D,20160829,000000,2990.5000000
LKOH,D,20160830,000000,2989.5000000
LKOH,D,20160831,000000,2913.0000000
LKOH,D,20160901,000000,2938.0000000
LKOH,D,20160902,000000,3003.0000000
LKOH,D,20160905,000000,3053.0000000
LKOH,D,20160906,000000,3085.0000000
LKOH,D,20160907,000000,3084.0000000
LKOH,D,20160908,000000,3108.0000000
LKOH,D,20160909,000000,3060.5000000
LKOH,D,20160912,000000,3045.5000000
LKOH,D,20160913,000000,3037.5000000
LKOH,D,20160914,000000,3054.0000000
LKOH,D,20160915,000000,3057.0000000
LKOH,D,20160916,000000,3028.0000000
LKOH,D,20160919,000000,3018.0000000
LKOH,D,20160920,000000,3055.0000000
LKOH,D,20160921,000000,3048.5000000
LKOH,D,20160922,000000,3125.0000000
LKOH,D,20160923,000000,3085.5000000
LKOH,D,20160926,000000,3060.0000000
LKOH,D,20160927,000000,3028.0000000
LKOH,D,20160928,000000,3010.5000000
LKOH,D,20160929,000000,3082.0000000
LKOH,D,20160930,000000,3068.0000000
LKOH,D,20161003,000000,3075.0000000
LKOH,D,20161004,000000,3077.0000000
LKOH,D,20161005,000000,3076.0000000
LKOH,D,20161006,000000,3070.0000000
LKOH,D,20161007,000000,3050.0000000
LKOH,D,20161010,000000,3077.5000000
LKOH,D,20161011,000000,3104.0000000
LKOH,D,20161012,000000,3117.5000000
LKOH,D,20161013,000000,3084.5000000
LKOH,D,20161014,000000,3064.0000000
LKOH,D,20161017,000000,3030.0000000
LKOH,D,20161018,000000,3050.0000000
LKOH,D,20161019,000000,3048.0000000
LKOH,D,20161020,000000,3037.5000000
LKOH,D,20161021,000000,3071.0000000
LKOH,D,20161024,000000,3094.5000000
LKOH,D,20161025,000000,3098.0000000
LKOH,D,20161026,000000,3081.5000000
LKOH,D,20161027,000000,3099.0000000
LKOH,D,20161028,000000,3104.0000000
LKOH,D,20161031,000000,3100.0000000
LKOH,D,20161101,000000,3106.0000000
LKOH,D,20161102,000000,2983.0000000
LKOH,D,20161103,000000,2984.0000000
LKOH,D,20161107,000000,2991.0000000
LKOH,D,20161108,000000,3030.0000000
LKOH,D,20161109,000000,3058.5000000
LKOH,D,20161110,000000,3145.0000000
LKOH,D,20161111,000000,3092.0000000
LKOH,D,20161114,000000,3064.0000000
LKOH,D,20161115,000000,3043.0000000
LKOH,D,20161116,000000,3063.0000000
LKOH,D,20161117,000000,3105.0000000
LKOH,D,20161118,000000,3084.5000000
LKOH,D,20161121,000000,3127.0000000
LKOH,D,20161122,000000,3112.0000000
LKOH,D,20161123,000000,3175.0000000
LKOH,D,20161124,000000,3176.5000000
LKOH,D,20161125,000000,3154.5000000
LKOH,D,20161128,000000,3145.5000000
LKOH,D,20161129,000000,3147.0000000
LKOH,D,20161130,000000,3188.0000000
LKOH,D,20161201,000000,3210.0000000
LKOH,D,20161202,000000,3286.0000000
LKOH,D,20161205,000000,3300.0000000
LKOH,D,20161206,000000,3267.5000000
LKOH,D,20161207,000000,3287.0000000
LKOH,D,20161208,000000,3359.5000000
LKOH,D,20161209,000000,3371.0000000
LKOH,D,20161212,000000,3375.0000000
LKOH,D,20161213,000000,3328.5000000
LKOH,D,20161214,000000,3352.0000000
LKOH,D,20161215,000000,3383.5000000
LKOH,D,20161216,000000,3352.0000000
LKOH,D,20161219,000000,3350.5000000
LKOH,D,20161220,000000,3415.0000000
LKOH,D,20161221,000000,3439.0000000
LKOH,D,20161222,000000,3368.0000000
LKOH,D,20161223,000000,3396.0000000
LKOH,D,20161226,000000,3418.0000000
LKOH,D,20161227,000000,3428.5000000
LKOH,D,20161228,000000,3344.0000000
LKOH,D,20161229,000000,3424.5000000
LKOH,D,20161230,000000,3449.0000000
LKOH,D,20170103,000000,3575.0000000
LKOH,D,20170104,000000,3479.5000000
LKOH,D,20170105,000000,3379.0000000
LKOH,D,20170106,000000,3365.0000000
LKOH,D,20170109,000000,3384.5000000
LKOH,D,20170110,000000,3399.0000000
LKOH,D,20170111,000000,3394.5000000
LKOH,D,20170112,000000,3300.0000000
LKOH,D,20170113,000000,3290.0000000
LKOH,D,20170116,000000,3240.0000000
LKOH,D,20170117,000000,3233.0000000
LKOH,D,20170118,000000,3224.0000000
LKOH,D,20170119,000000,3195.0000000
LKOH,D,20170120,000000,3180.0000000
LKOH,D,20170123,000000,3176.5000000
LKOH,D,20170124,000000,3190.0000000
LKOH,D,20170125,000000,3215.0000000
LKOH,D,20170126,000000,3376.5000000
LKOH,D,20170127,000000,3486.0000000
LKOH,D,20170130,000000,3408.0000000
LKOH,D,20170131,000000,3370.0000000
LKOH,D,20170201,000000,3375.0000000
LKOH,D,20170202,000000,3364.5000000
LKOH,D,20170203,000000,3370.5000000
LKOH,D,20170206,000000,3338.0000000
LKOH,D,20170207,000000,3379.0000000
LKOH,D,20170208,000000,3299.0000000
LKOH,D,20170209,000000,3266.5000000
LKOH,D,20170210,000000,3245.5000000
LKOH,D,20170213,000000,3279.0000000
LKOH,D,20170214,000000,3250.0000000
LKOH,D,20170215,000000,3211.0000000
LKOH,D,20170216,000000,3232.0000000
LKOH,D,20170217,000000,3198.5000000
LKOH,D,20170220,000000,3180.0000000
LKOH,D,20170221,000000,3199.5000000
LKOH,D,20170222,000000,3175.5000000
LKOH,D,20170224,000000,3184.0000000
LKOH,D,20170227,000000,3135.0000000
LKOH,D,20170228,000000,3086.0000000
LKOH,D,20170301,000000,3120.0000000
LKOH,D,20170302,000000,3086.0000000
LKOH,D,20170303,000000,3085.0000000
LKOH,D,20170306,000000,3078.5000000
LKOH,D,20170307,000000,3070.0000000
LKOH,D,20170309,000000,2970.0000000
LKOH,D,20170310,000000,3028.0000000
LKOH,D,20170313,000000,3051.0000000
LKOH,D,20170314,000000,3080.0000000
LKOH,D,20170315,000000,3088.0000000
LKOH,D,20170316,000000,3095.0000000
LKOH,D,20170317,000000,3130.0000000
LKOH,D,20170320,000000,3092.5000000
LKOH,D,20170321,000000,3101.0000000
LKOH,D,20170322,000000,3120.5000000
LKOH,D,20170323,000000,3066.0000000
LKOH,D,20170324,000000,3017.5000000
LKOH,D,20170327,000000,3003.0000000
LKOH,D,20170328,000000,3055.0000000
LKOH,D,20170329,000000,3061.0000000
LKOH,D,20170330,000000,2982.0000000
LKOH,D,20170331,000000,2981.0000000
LKOH,D,20170403,000000,3026.5000000
LKOH,D,20170404,000000,3050.0000000
LKOH,D,20170405,000000,3057.0000000
LKOH,D,20170406,000000,3057.5000000
LKOH,D,20170407,000000,2991.0000000
LKOH,D,20170410,000000,2956.0000000
LKOH,D,20170411,000000,2968.0000000
LKOH,D,20170412,000000,2949.5000000
LKOH,D,20170413,000000,2910.0000000
LKOH,D,20170414,000000,2864.5000000
LKOH,D,20170417,000000,2880.0000000
LKOH,D,20170418,000000,2828.5000000
LKOH,D,20170419,000000,2859.0000000
LKOH,D,20170420,000000,2858.0000000
LKOH,D,20170421,000000,2850.0000000
LKOH,D,20170424,000000,2919.0000000
LKOH,D,20170425,000000,2957.0000000
LKOH,D,20170426,000000,2970.0000000
LKOH,D,20170427,000000,2885.0000000
LKOH,D,20170428,000000,2818.0000000
LKOH,D,20170502,000000,2864.0000000
LKOH,D,20170503,000000,2770.0000000
LKOH,D,20170504,000000,2780.0000000
LKOH,D,20170505,000000,2811.5000000
LKOH,D,20170510,000000,2917.0000000
LKOH,D,20170511,000000,2840.0000000
LKOH,D,20170512,000000,2856.0000000
LKOH,D,20170515,000000,2876.0000000
LKOH,D,20170516,000000,2890.5000000
LKOH,D,20170517,000000,2870.0000000
LKOH,D,20170518,000000,2877.0000000
LKOH,D,20170519,000000,2850.0000000
LKOH,D,20170522,000000,2811.0000000
LKOH,D,20170523,000000,2825.0000000
LKOH,D,20170524,000000,2804.0000000
LKOH,D,20170525,000000,2798.0000000
LKOH,D,20170526,000000,2796.5000000
LKOH,D,20170529,000000,2794.5000000
LKOH,D,20170530,000000,2825.0000000
LKOH,D,20170531,000000,2753.0000000
LKOH,D,20170601,000000,2700.0000000
LKOH,D,20170602,000000,2734.0000000
LKOH,D,20170605,000000,2734.5000000
LKOH,D,20170606,000000,2721.5000000
LKOH,D,20170607,000000,2705.0000000
LKOH,D,20170608,000000,2735.0000000
LKOH,D,20170609,000000,2774.0000000
LKOH,D,20170613,000000,2760.5000000
LKOH,D,20170614,000000,2730.0000000
LKOH,D,20170615,000000,2712.0000000
LKOH,D,20170616,000000,2685.0000000
LKOH,D,20170619,000000,2779.5000000
LKOH,D,20170620,000000,2769.0000000
LKOH,D,20170621,000000,2728.5000000
LKOH,D,20170622,000000,2760.5000000
LKOH,D,20170623,000000,2775.0000000
LKOH,D,20170626,000000,2767.0000000
LKOH,D,20170627,000000,2800.0000000
LKOH,D,20170628,000000,2874.5000000
LKOH,D,20170629,000000,2873.0000000
LKOH,D,20170630,000000,2872.5000000
LKOH,D,20170703,000000,2920.0000000
LKOH,D,20170704,000000,2933.0000000
LKOH,D,20170705,000000,2951.5000000
LKOH,D,20170706,000000,2985.0000000
LKOH,D,20170707,000000,2856.0000000
LKOH,D,20170710,000000,2859.0000000
LKOH,D,20170711,000000,2875.0000000
LKOH,D,20170712,000000,2914.5000000
LKOH,D,20170713,000000,2908.5000000
LKOH,D,20170714,000000,2923.0000000
LKOH,D,20170717,000000,2880.0000000
LKOH,D,20170718,000000,2840.0000000
LKOH,D,20170719,000000,2896.0000000
LKOH,D,20170720,000000,2896.0000000
LKOH,D,20170721,000000,2842.0000000
LKOH,D,20170724,000000,2826.5000000
LKOH,D,20170725,000000,2835.0000000
LKOH,D,20170726,000000,2833.0000000
LKOH,D,20170727,000000,2851.5000000
LKOH,D,20170728,000000,2794.0000000
LKOH,D,20170731,000000,2797.5000000
LKOH,D,20170801,000000,2864.5000000
LKOH,D,20170802,000000,2938.0000000
LKOH,D,20170803,000000,2930.0000000
LKOH,D,20170804,000000,2903.0000000
LKOH,D,20170807,000000,2917.5000000
LKOH,D,20170808,000000,2974.0000000
LKOH,D,20170809,000000,2939.0000000
LKOH,D,20170810,000000,2901.5000000
LKOH,D,20170811,000000,2860.0000000
LKOH,D,20170814,000000,2883.5000000
LKOH,D,20170815,000000,2874.0000000
LKOH,D,20170816,000000,2846.5000000
LKOH,D,20170817,000000,2841.0000000
LKOH,D,20170818,000000,2829.0000000
LKOH,D,20170821,000000,2854.5000000
LKOH,D,20170822,000000,2897.0000000
LKOH,D,20170823,000000,2893.5000000
LKOH,D,20170824,000000,2894.0000000
LKOH,D,20170825,000000,2915.0000000
LKOH,D,20170828,000000,2920.0000000
LKOH,D,20170829,000000,2894.0000000
LKOH,D,20170830,000000,2905.0000000
LKOH,D,20170831,000000,2940.5000000
LKOH,D,20170901,000000,2915.0000000
LKOH,D,20170904,000000,2895.0000000
LKOH,D,20170905,000000,2883.5000000
LKOH,D,20170906,000000,2919.0000000
LKOH,D,20170907,000000,2876.0000000
LKOH,D,20170908,000000,2925.0000000
LKOH,D,20170911,000000,2909.0000000
LKOH,D,20170912,000000,2961.5000000
LKOH,D,20170913,000000,2938.0000000
LKOH,D,20170914,000000,2970.0000000
LKOH,D,20170915,000000,2978.5000000
LKOH,D,20170918,000000,3032.5000000
LKOH,D,20170919,000000,3025.0000000
LKOH,D,20170920,000000,2985.0000000
LKOH,D,20170921,000000,2991.5000000
LKOH,D,20170922,000000,2970.0000000
LKOH,D,20170925,000000,3039.5000000
LKOH,D,20170926,000000,3022.0000000
LKOH,D,20170927,000000,3064.5000000
LKOH,D,20170928,000000,3065.0000000
LKOH,D,20170929,000000,3064.0000000
LKOH,D,20171002,000000,3044.5000000
LKOH,D,20171003,000000,3054.0000000
LKOH,D,20171004,000000,3038.5000000
LKOH,D,20171005,000000,3054.0000000
LKOH,D,20171006,000000,3060.0000000
LKOH,D,20171009,000000,3052.5000000
LKOH,D,20171010,000000,3037.5000000
LKOH,D,20171011,000000,3040.0000000
LKOH,D,20171012,000000,3035.0000000
LKOH,D,20171013,000000,3018.0000000
LKOH,D,20171016,000000,3020.0000000
LKOH,D,20171017,000000,3003.0000000
LKOH,D,20171018,000000,3011.0000000
LKOH,D,20171019,000000,2985.0000000
LKOH,D,20171020,000000,2994.0000000
LKOH,D,20171023,000000,2997.0000000
LKOH,D,20171024,000000,3018.0000000
LKOH,D,20171025,000000,3005.0000000
LKOH,D,20171026,000000,2996.0000000
LKOH,D,20171027,000000,3064.5000000
LKOH,D,20171030,000000,3058.0000000
LKOH,D,20171031,000000,3096.0000000
LKOH,D,20171101,000000,3144.5000000
LKOH,D,20171102,000000,3150.0000000
LKOH,D,20171103,000000,3168.5000000
LKOH,D,20171107,000000,3325.0000000
LKOH,D,20171108,000000,3336.0000000
LKOH,D,20171109,000000,3368.0000000
LKOH,D,20171110,000000,3344.5000000
LKOH,D,20171113,000000,3326.0000000
LKOH,D,20171114,000000,3325.0000000
LKOH,D,20171115,000000,3296.0000000
LKOH,D,20171116,000000,3304.0000000
LKOH,D,20171117,000000,3304.5000000
LKOH,D,20171120,000000,3281.0000000
LKOH,D,20171121,000000,3319.5000000
LKOH,D,20171122,000000,3369.0000000
LKOH,D,20171123,000000,3380.0000000
LKOH,D,20171124,000000,3395.0000000
LKOH,D,20171127,000000,3365.0000000
LKOH,D,20171128,000000,3343.0000000
LKOH,D,20171129,000000,3308.5000000
LKOH,D,20171130,000000,3292.5000000
LKOH,D,20171201,000000,3344.0000000
LKOH,D,20171204,000000,3390.5000000
LKOH,D,20171205,000000,3403.0000000
LKOH,D,20171206,000000,3403.0000000
LKOH,D,20171207,000000,3374.5000000
